,Genome Name,HPK,RR,Hybrid,% Hybrid,RR:HPK Ratio,Genome Size   * assembled,Gene Count   * assembled,taxon_oid,Domain,Status,Study Name,Sequencing Center,Phylum,Class,Order,Family,Genus,Species,Ecosystem*,Ecosystem Category*,Ecosystem Subtype*,Ecosystem Type*,Ecotype*,Habitat*
1058,Synechococcus sp. KORDI-52,9.0,11.0,,,1.222222222,2572069,2823,2507262012,Bacteria,Finished,Genome sequencing of marine Synechococcus sp.,Korea Institute of Ocean Science and Technology (KIOST),Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. KORDI-52,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine"
1059,Synechococcus sp. NKBG 042902,40.0,37.0,15.0,37.5,0.925,3319479,3308,2585428034,Bacteria,Permanent Draft,TUAT cyanobacteria genome sequencing,Tokyo University Agriculuture and Technology,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. NKBG042902,Environmental,Aquatic,Pelagic,Marine,,
1060,Synechococcus sp. NKBG15041c,45.0,39.0,18.0,40.0,0.8666666670000001,3180043,3106,2579778681,Bacteria,Permanent Draft,Synechococcus sp. NKBG15041c,Tokyo University of Agriculture and Technology,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. NKBG15041c,Environmental,Aquatic,Pelagic,Marine,,
1061,Synechococcus sp. OG1,39.0,36.0,15.0,38.46153846,0.923076923,3433936,3344,2708742537,Bacteria,Draft,"Marine cyanobacterial communities from the University of California, Santa Cruz, USA, analyzing cyanobacterial DNA methylation",DOE Joint Genome Institute (JGI),Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. OG1,,,,,,
1062,Synechococcus sp. PCC 7002,39.0,36.0,15.0,38.46153846,0.923076923,3409935,3237,641522654,Bacteria,Finished,Synechococcus sp. PCC 7002,Pennsylvania State University,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7002,Environmental,Aquatic,Unclassified,Sediment,,"Host, Marine, Mud"
1063,Synechococcus sp. PCC 7003,38.0,31.0,18.0,47.36842105,0.815789474,3812968,3344,2504643000,Bacteria,Permanent Draft,Synechococcus sp. PCC 7003,,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7003,,,,,,
1064,Synechococcus sp. PCC 7117,37.0,33.0,14.0,37.83783784,0.8918918920000001,3929890,3453,2504643001,Bacteria,Permanent Draft,Synechococcus sp. PCC 7117,,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7117,,,,,,
1065,Synechococcus sp. PCC 73109,37.0,35.0,15.0,40.54054054,0.9459459459999999,3674393,3352,2504643003,Bacteria,Permanent Draft,Synechococcus sp. PCC 73109,,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 73109,Environmental,Aquatic,Pelagic,Marine,,
1066,Synechococcus sp. PCC 7335,88.0,70.0,24.0,27.27272727,0.795454545,5973558,5626,647533236,Bacteria,Permanent Draft,Synechococcus sp. PCC 7335,"Institut Pasteur, J. Craig Venter Institute (JCVI)",Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7335,Host-associated,Mollusca,Unclassified,Unclassified,,Marine
1067,Synechococcus sp. PCC 8807,38.0,35.0,15.0,39.47368421,0.921052632,3632845,3293,2504643002,Bacteria,Permanent Draft,Synechococcus sp. PCC 8807,,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 8807,Environmental,Aquatic,Pelagic,Marine,,
1068,Synechococcus sp. RCC307,9.0,11.0,,,1.222222222,2224914,2588,640427148,Bacteria,Finished,Synechococcus sp. RCC 307,"CEA Genoscope, Institut Pasteur, Roscoff Center for Oceanography",Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. RCC307,Environmental,Aquatic,Pelagic,Marine,,"Aquatic, Marine"
1069,Synechococcus sp. RS9916,10.0,12.0,,,1.2,2664465,3010,639857007,Bacteria,Permanent Draft,Synechococcus sp. RS9916,J. Craig Venter Institute (JCVI),Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. RS9916,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Red Sea"
1070,Synechococcus sp. RS9917,11.0,15.0,,,1.363636364,2579542,2822,638341213,Bacteria,Permanent Draft,Synechococcus sp. RS9917,J. Craig Venter Institute (JCVI),Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. RS9917,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Fresh water, Marine"
1071,Synechococcus sp. SynAce01,10.0,13.0,1.0,10.0,1.3,2750634,2950,2718218441,Bacteria,Draft,Synechococcus sp. SynAce01 Genome sequencing,Peking University,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. SynAce01,,,,,,
1072,Synechococcus sp. UTEX 2973,18.0,20.0,4.0,22.22222222,1.111111111,2744626,2785,2630968581,Bacteria,Draft,Synechococcus sp. UTEX 2973,Washington University,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. UTEX 2973,,,,,,
1073,Synechococcus sp. WH 8016,10.0,14.0,,,1.4,2706690,3046,2507262052,Bacteria,Finished,Synechococcus genomes and the evolution of genome size,DOE Joint Genome Institute (JGI),Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8016,Environmental,Aquatic,Intertidal zone,Marine,,Marine
1074,Synechococcus sp. WH 8020,10.0,12.0,1.0,10.0,1.2,2661066,2969,2645727663,Bacteria,Draft,Synechococcus sp. WH 8020 Genome sequencing,University of Rhode Island,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8020,,,,,,
1075,Synechococcus sp. WH 8103 WH8103,8.0,10.0,,,1.25,2429688,2751,2687453380,Bacteria,Draft,Complete genome of the marine Synechococcus sp. WH8103 strain sequenced using Illumina technology,STATION BIOLOGIQUE DE ROSCOFF (CNRS - UPMC) - UMR7144 - MAPP TEAM,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8103,,,,,,
1076,Synechococcus sp. WH5701,11.0,11.0,2.0,18.18181818,1.0,3043834,3403,638341214,Bacteria,Permanent Draft,Synechococcus sp. WH5701,J. Craig Venter Institute (JCVI),Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 5701,Environmental,Aquatic,Pelagic,Marine,,Marine
1077,Synechococcus sp. WH7803,11.0,13.0,1.0,9.090909091,1.181818182,2366980,2591,640427149,Bacteria,Finished,Prochlorococcus sp. WH 7803,"CEA Genoscope, Institut Pasteur, Roscoff Center for Oceanography",Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,Environmental,Aquatic,Pelagic,Marine,,"Aquatic, Marine"
1078,Synechococcus sp. WH7805,11.0,13.0,,,1.181818182,2620367,2937,638341215,Bacteria,Permanent Draft,Synechococcus sp. WH7805,J. Craig Venter Institute (JCVI),Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7805,Environmental,Aquatic,Pelagic,Marine,,Marine
1079,Synechococcus sp. WH8102,6.0,9.0,,,1.5,2434428,2588,637000314,Bacteria,Finished,Synechococcus sp. WH8102,DOE Joint Genome Institute (JGI),Cyanobacteria,unclassified,Chroococcales,unclassified,Synechococcus,sp.,Environmental,Aquatic,Pelagic,Marine,,"Aquatic, Marine"
1080,"Synechocystis sp. GT-S, PCC 6803",47.0,40.0,17.0,36.17021277,0.85106383,3571103,3220,651053076,Bacteria,Finished,"Synechocystis sp. GT-S, PCC 6803",University of Tokyo,Cyanobacteria,unclassified,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803,Environmental,Aquatic,Ponds,Freshwater,,"Aquatic, Fresh water"
1081,Synechocystis sp. PCC 6714,43.0,41.0,13.0,30.23255814,0.953488372,3676200,3481,2568526149,Bacteria,Permanent Draft,Synechocystis sp. PCC 6714,University of Freiburg,Cyanobacteria,unclassified,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6714,,,,,,
1085,Synechocystis sp. PCC 6803 GT-I,47.0,40.0,17.0,36.17021277,0.85106383,3570103,3217,2513237196,Bacteria,Finished,Identification of substrain-specific mutations by massively parallel whole-genome resequencing of Synechocystis sp. PCC 6803,University of Tokyo,Cyanobacteria,unclassified,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803,Environmental,Aquatic,Ponds,Freshwater,,
1086,Synechocystis sp. PCC 6803 PCC-N,47.0,40.0,17.0,36.17021277,0.85106383,3570114,3217,2513237195,Bacteria,Finished,Identification of substrain-specific mutations by massively parallel whole-genome resequencing of Synechocystis sp. PCC 6803,University of Tokyo,Cyanobacteria,unclassified,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803,Environmental,Aquatic,Ponds,Freshwater,,
1087,Synechocystis sp. PCC 6803 PCC-P,47.0,40.0,17.0,36.17021277,0.85106383,3570114,3218,2524023216,Bacteria,Finished,Identification of substrain-specific mutations by massively parallel whole-genome resequencing of Synechocystis sp. PCC 6803,University of Tokyo,Cyanobacteria,unclassified,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803,Environmental,Aquatic,Ponds,Freshwater,,
1088,Synechocystis sp. PCC 6803 PCC6803,46.0,41.0,16.0,34.782608700000004,0.891304348,3569196,3356,2687453425,Bacteria,Draft,Synechocystis sp. PCC 6803 Genome sequencing and assembly,South China University of Technology,Cyanobacteria,unclassified,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803,,,,,,
1089,"Syntrophobotulus glycolicus FlGlyR, DSM 8271",35.0,40.0,3.0,8.571428571,1.142857143,3406739,3439,649633098,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Syntrophobotulus,Syntrophobotulus glycolicus,Engineered,Wastewater,Unclassified,Unclassified,,"Sludge, Wastewater"
1090,Syntrophothermus lipocalidus DSM 12680,11.0,17.0,,,1.545454545,2405559,2440,646564577,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophothermus,Syntrophothermus lipocalidus,Engineered,Wastewater,Unclassified,Unclassified,,"Bioreactor, Sludge"
1091,Taylorella asinigenitalis ATCC 700933,8.0,6.0,,,0.75,1617863,1553,2556921627,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella asinigenitalis,Host-associated,Unclassified,Unclassified,Unclassified,,Host
1092,Tenacibaculum ovolyticum DSM 18103,30.0,46.0,1.0,3.333333333,1.533333333,4124462,3769,2523533531,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum ovolyticum,Host-associated,Fish,Unclassified,Unclassified,,"Fish, Host, Marine"
1093,Tepidiphilus margaritifer DSM 15129,20.0,24.0,2.0,10.0,1.2,2220236,2191,2524023151,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Hydrogenophilalia,Hydrogenophilales,Hydrogenophilaceae,Tepidiphilus,Tepidiphilus margaritifer,Engineered,Biotransformation,Unclassified,Unclassified,,Bioreactor
1094,Terasakiella pusilla DSM 6293,57.0,67.0,23.0,40.35087719,1.175438596,4053560,4013,2556921622,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Terasakiella,Terasakiella pusilla,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine"
1095,"Terriglobus roseus KBS 63, DSM 18391",58.0,56.0,4.0,6.896551724,0.9655172409999999,5227858,4399,2510461070,Bacteria,Finished,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus,Environmental,Terrestrial,Unclassified,Soil,,Soil
1096,Terrimonas ferruginea DSM 30193,58.0,79.0,7.0,12.06896552,1.362068966,4686152,4052,2523533530,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,Terrimonas ferruginea,Environmental,Terrestrial,Unclassified,Soil,,Soil
1097,Terrisporobacter glycolicus DSM 1288,57.0,48.0,,,0.842105263,4022414,3969,2526164522,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter glycolicum,Environmental,Terrestrial,Unclassified,Soil,,"Aquatic, Mud"
1098,Tetragenococcus muriaticus DSM 15685,10.0,10.0,,,1.0,2083500,2184,2524614634,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus muriaticus,Engineered,Food production,Unclassified,Unclassified,,Fermented food product
1099,Thalassobaculum salexigens DSM 19539,61.0,42.0,18.0,29.50819672,0.68852459,5084548,4776,2523231049,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassobaculum,Thalassobaculum salexigens,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water"
1100,Thalassospira lucentensis DSM 14000,40.0,46.0,9.0,22.5,1.15,4748691,4438,2526164517,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,Thalassospira lucentensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water"
1101,Thauera linaloolentis DSM 12138,48.0,52.0,12.0,25.0,1.083333333,4219934,3826,2556921623,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera linaloolentis,Engineered,Wastewater,Unclassified,Unclassified,,"Activated sludge, Sludge, Wastewater"
1102,Thermacetogenium phaeum DSM 12270,16.0,21.0,,,1.3125,2923131,2944,2546826730,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,Thermacetogenium phaeum,Engineered,Wastewater,Unclassified,Unclassified,,"Aquatic, Paper mill, Wastewater, Wastewater treatment plant"
1103,"Thermaerobacter marianensis 7p75a, DSM 12885",19.0,21.0,,,1.105263158,2844696,2435,649633101,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Thermaerobacter marianensis,Environmental,Aquatic,Oceanic,Marine,,"Deep sea, Marine, Mud"
1104,"Thermaerobacter subterraneus C21, DSM 13965",15.0,17.0,,,1.133333333,2888741,2423,2509601029,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,Thermaerobacter subterraneus,Environmental,Aquatic,Unclassified,Sediment,,"Aquatic, Sediment"
1105,"Thermanaeromonas toyohensis ToBE, DSM 14490",29.0,34.0,,,1.172413793,3334024,3396,2503538017,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermanaeromonas,Thermanaeromonas toyohensis,Environmental,Aquatic,Unclassified,Unclassified,,Aquatic
1106,"Thermanaerovibrio acidaminovorans Su883, DSM 6589",16.0,20.0,4.0,25.0,1.25,1848474,1828,646311961,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio,Thermanaerovibrio acidaminovorans,Engineered,Biotransformation,Unclassified,Unclassified,,Bioreactor
1107,Thermanaerovibrio velox DSM 12556,16.0,20.0,3.0,18.75,1.25,1880838,1810,2508501068,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio,Thermanaerovibrio velox,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
1108,Thermicanus aegyptius DSM 12793,36.0,34.0,,,0.944444444,3657623,3667,2516493021,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Bacillales Family X. Incertae Sedis,Thermicanus,Thermicanus aegyptius,Environmental,Terrestrial,Unclassified,Soil,,Soil
1109,Thermithiobacillus tepidarius DSM 3134,46.0,37.0,5.0,10.86956522,0.804347826,2958498,2968,2523533554,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Acidithiobacillia,Acidithiobacillales,Thermithiobacillaceae,Thermithiobacillus,Thermithiobacillus tepidarius,Environmental,Aquatic,Unclassified,Thermal springs,,Aquatic
1110,Thermoanaerobacter thermocopriae ATCC 51646,18.0,20.0,,,1.111111111,2457657,2585,2546825535,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter thermocopriae,Engineered,Solid waste,Unclassified,Composting,,
1111,"Thermobaculum terrenum YNP1, ATCC BAA-798",27.0,32.0,2.0,7.407407407000001,1.185185185,3101581,2933,646311962,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Chloroflexi,Thermobacula,Thermobaculales,Thermobaculaceae,Thermobaculum,terrenum,Environmental,Terrestrial,Unclassified,Soil,,Soil
1112,"Thermobispora bispora R51, DSM 43833",46.0,24.0,2.0,4.347826087,0.52173913,4189976,3661,646564581,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,unclassified,unclassified,Thermobispora,Thermobispora bispora,Engineered,Solid waste,Unclassified,Solid animal waste,,Animal manure
1113,"Thermocrinis albus HI 11/12, DSM 14484",6.0,8.0,,,1.333333333,1500577,1651,646564582,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis albus,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Fresh water"
1114,Thermocrinis ruber DSM 23557,5.0,6.0,,,1.2,1521037,1671,2512875013,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis ruber,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
1115,Thermocrispum agreste DSM 44070,37.0,40.0,1.0,2.702702703,1.081081081,4196086,3841,2513237122,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Thermocrispum,Thermocrispum agreste,Engineered,Solid waste,Unclassified,Composting,,Compost
1116,Thermocrispum municipale DSM 44069,40.0,40.0,1.0,2.5,1.0,4526423,4256,2513237119,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Thermocrispum,Thermocrispum municipale,Engineered,Solid waste,Unclassified,Composting,,Compost
1117,Thermodesulfatator atlanticus DSM 21156,29.0,26.0,9.0,31.03448276,0.896551724,2302285,2297,2523533580,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,Thermodesulfatator atlanticus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine"
1118,"Thermodesulfatator indicus CIR29812, DSM 15286",30.0,26.0,10.0,33.33333333,0.8666666670000001,2322224,2291,2505119042,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,Thermodesulfatator indicus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine"
1119,Thermodesulfobacterium hveragerdense DSM 12571,12.0,21.0,2.0,16.66666667,1.75,1729593,1804,2524023142,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium hveragerdense,Environmental,Aquatic,,Thermal springs,,"Aquatic, Hot spring"
1120,Thermodesulfobacterium thermophilum DSM 1276,12.0,17.0,2.0,16.66666667,1.4166666669999999,1787382,1834,2523533618,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium thermophilum,Environmental,Terrestrial,Unclassified,Oil reservoir,,"Aquatic, Oil fields"
1121,"Thermodesulfobium narugense Na82, DSM 14796",6.0,9.0,,,1.5,1898865,1910,2504756006,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,Thermodesulfobium narugense,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
1122,Thermodesulfovibrio islandicus DSM 12570,32.0,37.0,5.0,15.625,1.15625,2048874,2141,2529292556,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Thermodesulfovibrio,Thermodesulfovibrio islandicus,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
1123,Thermodesulfovibrio thiophilus DSM 17215,24.0,28.0,4.0,16.66666667,1.166666667,1871474,1973,2523533630,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Thermodesulfovibrio,Thermodesulfovibrio thiophilus,Engineered,Wastewater,Unclassified,Unclassified,,Sludge
1124,Thermomonas fusca DSM 15424,30.0,37.0,10.0,33.33333333,1.233333333,3151451,2978,2523533544,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Thermomonas,Thermomonas fusca,Environmental,Unclassified,Unclassified,Unclassified,,Bioreactor
1125,Thermomonospora curvata DSM 43183,72.0,35.0,3.0,4.166666667,0.48611111100000004,5639016,5061,646311963,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Thermomonospora,Thermomonospora curvata,Engineered,Solid waste,Unclassified,Composting,,Compost
1126,Thermonema rossianum DSM 10300,29.0,14.0,4.0,13.79310345,0.482758621,2956866,2654,2523533595,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Thermonema,rossianum,Environmental,Aquatic,Unclassified,Thermal springs,,"Hot spring, Saline water"
1127,"Thermosediminibacter oceani JW/IW-1228P, DSM 16646",16.0,16.0,,,1.0,2280035,2348,648028061,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermosediminibacter,Thermosediminibacter oceani,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment"
1128,Thermosynechococcus elongatus BP-1,23.0,23.0,6.0,26.08695652,1.0,2593857,2555,637000320,Bacteria,Finished,Thermosynechococcus elongatus BP-1,Kazusa DNA Research Institute,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Thermosynechococcus,Thermosynechococcus elongatus,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Fresh water, Hot spring"
1129,Thermosynechococcus sp. NK55a,26.0,28.0,7.0,26.92307692,1.076923077,2520064,2497,2597489959,Bacteria,Finished,Thermosynechococcus elongatus NK55 Genome sequencing,Pacific Northwest National Laboratory,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Thermosynechococcus,Thermosynechococcus sp. NK55a,,,,,,
