Genome Name,org_type_y,ratio,HPK,rr,his_kin_per_100,Genome Size   * assembled,Gene Count   * assembled,hpkper,HybridHPK,taxon_oid,Domain,Status,Study Name,Sequencing Center,IMG Genome ID ,Phylum,ForColors,Class,Order,Family,Genus,Species,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Habitat,lifestyle_color,order_color
Sulfurospirillum arcachonense DSM 9755,,1.016949153,59,60,2.173112339,2656384,2715,2.173112339,72,2524614541,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614541,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum arcachonense,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",,
"Sulfurimonas autotrophica OK10, DSM 16294",,1.379310345,29,40,1.306306306,2153198,2220,1.306306306,18,648028058,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),648028058,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,Sulfurimonas autotrophica,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",,
Sulfitobacter sp. NAS-14.1,,0.974358974,39,38,0.968703428,4002069,4026,0.968703428,,638341212,Bacteria,Permanent Draft,Sulfitobacter sp. NAS-14.1,J. Craig Venter Institute (JCVI),638341212,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. NAS-14.1,Environmental,Aquatic,Unclassified,Marine,,"Marine, Surface water",#fdae61,#3288bd
Sulfitobacter sp. EE-36,,0.921052632,38,35,1.072840203,3547243,3542,1.072840203,,638341211,Bacteria,Permanent Draft,Sulfitobacter sp. EE-36,J. Craig Venter Institute (JCVI),638341211,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. EE-36,Environmental,Aquatic,Unclassified,Marine,,"Marine, Surface water",#fdae61,#d73027
Stenotrophomonas sp. SKA14,,1.307692308,65,85,1.430772617,5020454,4543,1.430772617,52,647533230,Bacteria,Permanent Draft,Stenotrophomonas sp. SKA14,J. Craig Venter Institute (JCVI),647533230,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp. SKA14,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#66c2a5
Sporosarcina ureae DSM 2281,,0.967741935,31,30,0.918246445,3320651,3376,0.918246445,15,2523533529,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533529,Firmicutes,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina ureae,Environmental,Aquatic,,Marine,,"Lab enrichment, Sea water",,
Spongiibacter marinus DSM 19753,,1.093023256,43,47,1.314984709,3435542,3270,1.314984709,17,2523533546,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533546,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter marinus,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Sphingopyxis baekryungensis DSM 16222,,1.28,25,32,0.843454791,3068208,2964,0.843454791,,2524614570,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614570,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis baekryungensis,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sea water",,
Sphingopyxis alaskensis RB2256,,1.181818182,22,26,0.67381317,3373713,3265,0.67381317,,637000271,Bacteria,Finished,Sphingopyxis alaskensis,DOE Joint Genome Institute (JGI),637000271,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis alaskensis,Environmental,Aquatic,Unclassified,Marine,,Marine,,
Sphingomonas sp. SKA58,,1.314285714,35,46,0.878293601,3948000,3985,0.878293601,,638341199,Bacteria,Permanent Draft,Sphingomonas sp. SKA58,J. Craig Venter Institute (JCVI),638341199,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. SKA58,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#d73027
Simiduia agarivorans DSM 21679,,1.333333333,57,76,1.478215768,4274427,3856,1.478215768,1,2522572190,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2522572190,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia,Simiduia agarivorans,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",,
Silicibacter sp. TrichCH4B,,1.166666667,42,49,0.872455339,4689084,4814,0.872455339,,647533209,Bacteria,Permanent Draft,Ruegeria sp. TrichCH4B,J. Craig Venter Institute (JCVI),647533209,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Silicibacter sp. TrichCH4B,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Marine",#fdae61,#66c2a5
Shewanella benthica KT99,,1.277777778,36,46,0.804469274,4351589,4475,0.804469274,27,2501651207,Bacteria,Permanent Draft,Shewanella benthica KT99,J. Craig Venter Institute (JCVI),2501651207,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella benthica,Environmental,Aquatic,Unclassified,Marine,,"Deep sea, Marine",#fdae61,#5e4fa2
Serinicoccus marinus DSM 15273,,1.384615385,13,18,0.394537178,3396505,3295,0.394537178,37,2524614805,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614805,Actinobacteria,Other,Actinobacteria,Micrococcales,Intrasporangiaceae,Serinicoccus,Serinicoccus marinus,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sea water",,
Sciscionella marina DSM 45152,,1.459459459,37,54,0.450560156,8536451,8212,0.450560156,24,2515154143,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154143,Actinobacteria,Other,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Sciscionella,Sciscionella marina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Saprospiraceae bacterium KD52,,0.956521739,69,66,1.11704711,7868778,6177,1.11704711,,2617271238,Bacteria,Permanent Draft,Saprospiraceae bacterium KD52 Genome sequencing,Xiamen university,2617271238,Bacteroidetes,Bacteroidetes,Saprospiria,Saprospirales,Haliscomenobacteraceae,Phaeodactylibacter,Phaeodactylibacter xiamenensis,,,,,,,,
Sagittula stellata E-37,,1.12962963,54,61,1.054481547,5262893,5121,1.054481547,,640612219,Bacteria,Permanent Draft,Sagittula stellata E-37,J. Craig Venter Institute (JCVI),640612219,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,Sagittula stellata,Engineered,Lab enrichment,Unclassified,Unclassified,,Marine,#fdae61,#3288bd
Roseovarius sp. TM1035,,1.212121212,33,40,0.793650794,4209812,4158,0.793650794,,640963035,Bacteria,Permanent Draft,Roseovarius sp. TM1035,J. Craig Venter Institute (JCVI),640963035,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp. TM1035,Host-associated,Algae,Unclassified,Unclassified,,Marine,#fdae61,#a50026
Roseovarius sp. 217,,1.142857143,42,48,0.870827286,4762632,4823,0.870827286,,638341184,Bacteria,Permanent Draft,Roseovarius sp. 217,J. Craig Venter Institute (JCVI),638341184,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp. 217,Environmental,Aquatic,Neritic zone,Marine,,"Aquatic, Fresh water, Marine",#abdda4,#d73027
Roseovarius nubinhibens ISM,,0.966666667,30,29,0.832177531,3668667,3605,0.832177531,,638341183,Bacteria,Permanent Draft,Roseovarius nubinhibens ISM,J. Craig Venter Institute (JCVI),638341183,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius nubinhibens,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Surface water",#abdda4,#a50026
Roseobacter sp. SK209-2-6,,1.081081081,37,40,0.802603037,4555826,4610,0.802603037,,640612220,Bacteria,Permanent Draft,Roseobacter sp. SK209-2-6,J. Craig Venter Institute (JCVI),640612220,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. SK209-2-6,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#abdda4,#66c2a5
Roseobacter sp. MED193,,1.119047619,42,47,0.912052117,4652716,4605,0.912052117,,638341182,Bacteria,Permanent Draft,Roseobacter sp. MED193,J. Craig Venter Institute (JCVI),638341182,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. MED193,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#abdda4,#d73027
Roseobacter sp. GAI101,,1.145833333,48,55,1.127289807,4527951,4258,1.127289807,,647533205,Bacteria,Permanent Draft,Sulfitobacter sp. GAI101,J. Craig Venter Institute (JCVI),647533205,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. GAI101,Environmental,Aquatic,Neritic zone,Marine,,"Aquatic, Marine",#abdda4,#d73027
Roseobacter sp. CCS2,,0.92,25,23,0.675128274,3497325,3703,0.675128274,,640612221,Bacteria,Permanent Draft,Loktanella sp. CCS2,J. Craig Venter Institute (JCVI),640612221,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. CCS2,,,,,,Marine,#abdda4,#d73027
Roseobacter sp. AzwK-3b,,1.222222222,36,44,0.85775554,4178704,4197,0.85775554,,640963029,Bacteria,Permanent Draft,Roseobacter sp. AzwK-3b,J. Craig Venter Institute (JCVI),640963029,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. AzwK-3b,Environmental,Aquatic,Intertidal zone,Marine,,Marine,#abdda4,#d73027
Roseobacter litoralis Och 149,,1.205882353,34,41,0.742844658,4745450,4577,0.742844658,,2510065042,Bacteria,Finished,Roseobacter litoralis Och 149,J. Craig Venter Institute (JCVI),2510065042,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter litoralis,Host-associated,Plants,Unclassified,Unclassified,,Marine,#abdda4,#3288bd
Robiginitomaculum antarcticum DSM 21748,,0.9,30,27,1.116486788,2769471,2687,1.116486788,,2522125083,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2522125083,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Robiginitomaculum,Robiginitomaculum antarcticum,Environmental,Aquatic,Pelagic,Marine,,"Aquatic, Marine, Sea water",,
Robiginitalea biformata HTCC2501,,1.172413793,29,34,0.89093702,3530383,3255,0.89093702,,646311950,Bacteria,Finished,Robiginitalea biformata HTCC2501,J. Craig Venter Institute (JCVI),646311950,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Robiginitalea biformata,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#3288bd
Richelia intracellularis RC01,,1.409090909,22,31,0.544150383,2997884,4043,0.544150383,12,2622736407,Bacteria,Permanent Draft,The genome sequence of the heterocyst-forming cyanobacterial symbiont of the diatom Rhizosolenia,"University of California, Santa Cruz",2622736407,Cyanobacteria,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Richelia,Richelia intracellularis,,,,,,,#fdae61,#d73027
Rhodobacteraceae bacterium KLH11,,1.071428571,28,30,0.645458737,4487498,4338,0.645458737,,647533201,Bacteria,Permanent Draft,Rhodobacteraceae sp. KLH11,J. Craig Venter Institute (JCVI),647533201,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified,Rhodobacteraceae bacterium KLH11,Host-associated,Porifera,Unclassified,Unclassified,,"Host, Marine",#fdae61,#d73027
Rheinheimera baltica DSM 14885,,1.384615385,52,72,1.241939336,4351767,4187,1.241939336,2,2523533585,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533585,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera baltica,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sea water",,
Psychromonas sp. CNPT3,,1.166666667,24,28,0.840925018,3053233,2854,0.840925018,4,2501651206,Bacteria,Finished,Psychromonas sp. CNPT3,J. Craig Venter Institute (JCVI),2501651206,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas sp. CNPT3,Environmental,Aquatic,Oceanic,Marine,,"Deep sea, Marine",#fdae61,#d73027
Psychromonas ossibalaenae ATCC BAA-1528,,1.327586207,58,77,1.266099105,5206115,4581,1.266099105,2,2519899699,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519899699,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas ossibalaenae,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sediment",,
Psychromonas arctica DSM 14288,,1.302325581,43,56,1.019198862,4745897,4219,1.019198862,6,2528311092,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2528311092,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas arctica,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Psychromonas aquimarina ATCC BAA-1526,,1.378787879,66,91,1.356628983,5536496,4865,1.356628983,6,2524614866,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614866,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas aquimarina,Environmental,Aquatic,Oceanic,Marine,,Sediment,,
Psychrilyobacter atlanticus DSM 19335,,0.793103448,29,23,0.849443468,3539325,3414,0.849443468,15,2524614854,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),2524614854,Fusobacteria,Other,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,Psychrilyobacter atlanticus,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Marine sediment, Sediment",,
Pseudovibrio sp. JE062,,1.351351351,37,50,0.69509675,5726521,5323,0.69509675,,647533200,Bacteria,Permanent Draft,Pseudovibrio sp. JE062,"J. Craig Venter Institute (JCVI), University of Maryland School of Medicine",647533200,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudovibrio,Pseudovibrio sp. JE062,Host-associated,Porifera,Unclassified,Unclassified,,"Aquatic, Host, Marine",#fdae61,#d73027
Pseudorhodobacter ferrugineus DSM 5888,,1.041666667,24,25,0.689655172,3430274,3480,0.689655172,,2524023154,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524023154,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,Pseudorhodobacter ferrugineus,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Pseudooceanicola nanhaiensis DSM 18065,,1.25,36,45,0.791556728,4659730,4548,0.791556728,,2558309102,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2558309102,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola nanhaiensis,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Pseudooceanicola batsensis HTCC2597,,1.1,30,33,0.70406008,4437668,4261,0.70406008,,638341139,Bacteria,Permanent Draft,Oceanicola batsensis HTCC2597,J. Craig Venter Institute (JCVI),638341139,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola batsensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#fee086
Pseudodonghicola xiamenensis DSM 18339,,0.972222222,36,35,0.785683108,4734081,4582,0.785683108,,2524023213,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524023213,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudodonghicola,Pseudodonghicola xiamenensis,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine",,
Prolixibacter bellariivorans ATCC BAA-1284,,0.873239437,71,62,1.656942824,5151245,4285,1.656942824,2,2556921657,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2556921657,Bacteroidetes,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Prolixibacter,bellariivorans,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Ponticaulis koreensis DSM 19734,,1.3,40,52,1.174743025,3400379,3405,1.174743025,,2524614539,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614539,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Polaribacter irgensii 23-P,,0.904761905,21,19,0.807071483,2745458,2602,0.807071483,,638341152,Bacteria,Permanent Draft,Polaribacter irgensii 23-P,J. Craig Venter Institute (JCVI),638341152,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter irgensii,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Surface water",#fdae61,#bf812d
Plesiocystis pacifica SIR-1,,0.897959184,98,88,1.147272302,10587646,8542,1.147272302,12,640963030,Bacteria,Permanent Draft,Plesiocystis pacifica SIR-1,J. Craig Venter Institute (JCVI),640963030,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,Plesiocystis pacifica,Environmental,Aquatic,Intertidal zone,Marine,,Marine,#fdae61,#66c2a5
Photobacterium sp. SKA34,,1.297297297,37,48,0.781580059,4946988,4734,0.781580059,20,638341151,Bacteria,Permanent Draft,Photobacterium sp. SKA34,J. Craig Venter Institute (JCVI),638341151,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium sp. SKA34,Environmental,Aquatic,Unclassified,Marine,,Marine,#fdae61,#bf812d
Photobacterium profundum 3TCK,,1.262295082,61,77,1.049913941,6107610,5810,1.049913941,18,2501651210,Bacteria,Permanent Draft,Photobacterium profundum 3TCK,J. Craig Venter Institute (JCVI),2501651210,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,Environmental,Aquatic,Coastal,Marine,,Marine,#fdae61,#66c2a5
Photobacterium angustum S14,,1.272727273,44,56,0.926120817,5101447,4751,0.926120817,23,638341223,Bacteria,Permanent Draft,Photobacterium angustum S14,J. Craig Venter Institute (JCVI),638341223,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium angustum,Environmental,Aquatic,Unclassified,Marine,,"Marine, Surface water",,
Phaeobacter inhibens 2.10,,0.974358974,39,38,1.028481013,4160918,3792,1.028481013,,2510065028,Bacteria,Finished,Phaeobacter inhibens 2.10,J. Craig Venter Institute (JCVI),2510065028,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,Host-associated,Algae,Unclassified,Unclassified,,"Host, Marine",#fdae61,#66c2a5
Phaeobacter gallaeciensis BS107,,0.973684211,38,37,0.918762089,4232367,4136,0.918762089,,641380432,Bacteria,Permanent Draft,Phaeobacter type strains,LGC Genomics,641380432,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,Environmental,Aquatic,Unclassified,Marine,,,#fdae61,#66c2a5
Pelagibacter sp. PRT004 (unscreened),,0,6,,0.498753117,855928,1203,0.498753117,3,2518645503,Bacteria,Permanent Draft,single cell genomics of the PRT,J. Craig Venter Institute (JCVI),2518645503,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,uncultured Candidatus Pelagibacter sp.,Environmental,Aquatic,Unclassified,Marine,,Deep sea,,
Pedobacter sp. BAL39,,1.03960396,101,105,1.951313756,5788054,5176,1.951313756,,640963036,Bacteria,Permanent Draft,Pedobacter sp. BAL39,J. Craig Venter Institute (JCVI),640963036,Bacteroidetes,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. BAL39,Environmental,Aquatic,Unclassified,Marine,,Marine,#fdae61,#66c2a5
Parvularcula bermudensis HTCC2503,,1.097560976,41,45,1.500182949,2902643,2733,1.500182949,,648028050,Bacteria,Finished,Parvularcula bermudensis HTCC2503,J. Craig Venter Institute (JCVI),648028050,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula bermudensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#bf812d
Paraoerskovia marina DSM 21750,,0.789473684,19,15,0.698529412,2948319,2720,0.698529412,28,2561511089,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2561511089,Actinobacteria,Other,Actinobacteria,Micrococcales,Cellulomonadaceae,Paraoerskovia,Paraoerskovia marina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Paracoccus zeaxanthinifaciens ATCC 21588,,1.115384615,26,29,0.86551265,3055520,3004,0.86551265,,2524614865,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614865,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus zeaxanthinifaciens,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",,
Owenweeksia hongkongensis DSM 17368,,1.057692308,52,55,1.459444289,4000057,3563,1.459444289,,2508501098,Bacteria,Finished,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),2508501098,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia hongkongensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Oceanospirillum maris DSM 6286,,1.279069767,43,55,1.265822785,3712005,3397,1.265822785,25,2523231066,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523231066,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,Oceanospirillum maris,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Oceanospirillum beijerinckii DSM 7166,,1.210526316,95,115,2.049622438,5327358,4635,2.049622438,23,2524023058,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524023058,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,Oceanospirillum beijerinckii,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Oceanobacter kriegii DSM 6294,,1.403508772,57,80,1.412639405,4507818,4035,1.412639405,26,2523231065,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523231065,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,Oceanobacter kriegii,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
"Oceanithermus profundus 506, DSM 14977",,1,16,16,0.654396728,2439291,2445,0.654396728,2,649633077,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),649633077,Deinococcus-Thermus,Other,Deinococci,Thermales,Thermaceae,Oceanithermus,Oceanithermus profundus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",,
Oceanicola granulosus HTCC2516,,0.861111111,36,31,0.93385214,4039111,3855,0.93385214,,638341140,Bacteria,Permanent Draft,Oceanicola granulosus HTCC2516,J. Craig Venter Institute (JCVI),638341140,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,Oceanicola granulosus,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#5e4fa2
