,Unnamed: 0,Unnamed: 0.1,Genome Name,HPK,RR,Hybrid,hpkper100,% Hybrid,RR:HPK Ratio,Genome Size,Gene Count,taxon_oid,Domain,Status,Study Name,Sequencing Center,Phylum,Class,CyanoClass,Order,Family,Genus,Species,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Habitat,Ratio_no_RR_Hybrid,org_type_y,ForColors,lifestyle_color,order_color,Unnamed: 5,Unnamed: 6,Unnamed: 7,7.44E-10
8,158,168,"Marivirga tractuosa H-43, DSM 4126",60,37,3,1.555613171,5,0.616666667,4516490,3857,649633065,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Flammeovirgaceae,Marivirga,Marivirga tractuosa,Environmental,Aquatic,Intertidal zone,Marine,,,0.616666667,,Bacteroidetes,,,,,,
306,157,167,Maritalea myrionectae DSM 19524,32,42,5,0.911161731,15.625,1.3125,3539530,3512,2524614608,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Rhizobiales,Hyphomicrobiaceae,Maritalea,Maritalea myrionectae,Host-associated,Unclassified,Unclassified,Unclassified,,Marine,1.3125,,Alphaproteobacteria,,,,,,
321,156,166,Marinospirillum minutulum DSM 6287,25,36,4,0.924556213,16,1.44,2836070,2704,2524614573,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Oceanospirillaceae,Marinospirillum,Marinospirillum minutulum,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",1.44,,Gammaproteobacteria,,,,,,
303,155,165,Marinomonas sp. MED121,49,63,9,0.996339976,18.36734694,1.285714286,5121076,4918,638341124,Bacteria,Permanent Draft,Marinomonas sp. MED121,J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas sp. MED121,Environmental,Aquatic,Unclassified,Marine,,,1.285714286,,Gammaproteobacteria,#fdae61,#5e4fa2,,,,
248,154,164,Marinobacterium litorale DSM 23545,46,55,16,1.065801668,34.7826087,1.195652174,4382432,4316,2522572179,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium litorale,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.195652174,,Gammaproteobacteria,,,,,,
216,153,163,Marinobacterium jannaschii DSM 6295,70,79,21,1.464128843,30,1.128571429,5179830,4781,2556921010,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium jannaschii,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.128571429,,Gammaproteobacteria,,,,,,
200,152,162,Marinobacter daepoensis DSM 16072,49,54,14,1.362625139,28.57142857,1.102040816,3835704,3596,2526164527,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter daepoensis,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sea water",1.102040816,,Gammaproteobacteria,,,,,,
234,151,161,Marinitoga piezophila KA3,18,21,2,0.844673862,11.11111111,1.166666667,2244793,2131,2508501120,Bacteria,Finished,Protein structure adaptations and genome stability as reflected by species of the Thermotogales,DOE Joint Genome Institute (JGI),Thermotogae,Thermotogae,,Petrotogales,unclassified,Marinitoga,Marinitoga piezophila,Environmental,Aquatic,Hydrothermal vents,Marine,,,1.166666667,,Other,#fdae61,#5e4fa2,,,,
279,150,160,"Marinithermus hydrothermalis T1, DSM 14884",13,16,,0.562770563,,1.230769231,2269167,2310,2504643006,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Deinococcus-Thermus,Deinococci,,Thermales,Thermaceae,Marinithermus,Marinithermus hydrothermalis,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",1.230769231,,Other,,,,,,
210,149,159,marine actinobacterium PHSC20C1,17,19,,0.625459897,,1.117647059,2769012,2718,638341246,Bacteria,Permanent Draft,Agreia sp. PHSC20C1,J. Craig Venter Institute (JCVI),Actinobacteria,Actinobacteria,,unclassified,unclassified,unclassified,marine actinobacterium PHSC20C1,Environmental,Aquatic,Unclassified,Marine,,,1.117647059,,Other,#fdae61,#f46d43,,,,
16,148,158,Marinactinospora thermotolerans DSM 45154,65,44,3,1.28993848,4.615384615,0.676923077,5663707,5039,2524614583,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,,Streptosporangiales,Nocardiopsaceae,Marinactinospora,Marinactinospora thermotolerans,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",0.676923077,,Other,,,,,,
136,147,157,Maribacter antarcticus DSM 21422,39,39,9,0.906765868,23.07692308,1,4853010,4301,2556921603,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter antarcticus,Host-associated,Algae,Unclassified,Unclassified,,Marine,1,,Bacteroidetes,,,,,,
104,146,156,Maledivibacter halophilus ATCC 49637,66,62,1,1.19760479,1.515151515,0.939393939,5802910,5511,2524614863,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,,Clostridiales,Clostridiaceae,Maledivibacter,Maledivibacter halophilus,Environmental,Aquatic,Unclassified,Sediment,,"Hypersaline sediment, Marine, Sediment",0.939393939,,Firmicutes,,,,,,
135,145,155,Lysobacter spongiicola DSM 21749,34,34,11,1.160409556,32.35294118,1,3099673,2930,2568526003,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Lysobacterales,Lysobacteraceae,Lysobacter,Lysobacter spongiicola,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",1,,Gammaproteobacteria,,,,,,
275,362,401,Synechococcus sp. KORDI-52,9,11,,0.318809777,,1.222222222,2572069,2823,2507262012,Bacteria,Finished,Genome sequencing of marine Synechococcus sp.,Korea Institute of Ocean Science and Technology (KIOST),Cyanobacteria,unclassified,Synechococcus,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. KORDI-52,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine",1.222222222,,Synechococcus,,,,,,
30,143,153,Loktanella sp. SE62,32,24,6,0.689506572,18.75,0.75,4581948,4641,2517487002,Bacteria,Permanent Draft,Loktanella sp. SE62,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Rhodobacteraceae,Loktanella,Loktanella sp. SE62,Environmental,Aquatic,Intertidal zone,Marine,,,0.75,,Alphaproteobacteria,#fdae61,#5e4fa2,,,,
112,142,152,Limnobacter sp. MED105,51,49,16,1.552511416,31.37254902,0.960784314,3390271,3285,640963026,Bacteria,Permanent Draft,Limnobacter sp. MED105,J. Craig Venter Institute (JCVI),Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter sp. MED105,Environmental,Aquatic,Unclassified,Marine,,,0.960784314,,Betaproteobacteria,#fdae61,#bf812d,,,,
21,141,151,Limimaricola hongkongensis DSM 17492,31,22,4,0.983502538,12.90322581,0.709677419,3187878,3152,2517434011,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Rhodobacteraceae,Limimaricola,Limimaricola hongkongensis,Environmental,Aquatic,Unclassified,Marine,,"Biofilm, Marine",0.709677419,,Alphaproteobacteria,,,,,,
90,140,150,Lewinella cohaerens DSM 23179,58,53,12,1.028368794,20.68965517,0.913793103,7298817,5640,2515154030,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Saprospiria,,Saprospirales,Lewinellaceae,Lewinella,Lewinella cohaerens,Environmental,Aquatic,Intertidal zone,Marine,,,0.913793103,,Bacteroidetes,,,,,,
97,139,149,Leucothrix mucor DSM 2157,40,37,12,0.839102161,30,0.925,5185674,4767,2517093012,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix mucor,Host-associated,Algae,Unclassified,Unclassified,,Marine,0.925,,Gammaproteobacteria,,,,,,
24,138,148,Lentisphaera araneosa HTCC2155,21,15,6,0.405953992,28.57142857,0.714285714,6023180,5173,640963040,Bacteria,Permanent Draft,Lentisphaera araneosa HTCC2155,J. Craig Venter Institute (JCVI),Lentisphaerae,Lentisphaeria,,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Lentisphaera araneosa,Environmental,Aquatic,Unclassified,Marine,,,0.714285714,,Other,#fdae61,#66c2a5,,,,
43,137,147,Lactobacillus ceti DSM 22408,5,4,,0.37202381,,0.8,1387791,1344,2523231024,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ceti,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",0.8,,Firmicutes,,,,,,
82,136,146,"Kytococcus sedentarius 541, DSM 20547",18,16,,0.668647845,,0.888888889,2785024,2692,644736380,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,,Micrococcales,Dermacoccaceae,Kytococcus,Kytococcus sedentarius,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",0.888888889,,Other,,,,,,
37,135,145,Kordiimonas gwangyangensis DSM 19435,48,38,16,1.270513499,33.33333333,0.791666667,4082245,3778,2517093004,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas gwangyangensis,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sediment",0.791666667,,Alphaproteobacteria,,,,,,
244,134,144,Kordia algicida OT-1,39,46,6,0.85078534,15.38461538,1.179487179,5019836,4584,641380434,Bacteria,Permanent Draft,Kordia algicida OT-1,J. Craig Venter Institute (JCVI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia algicida,Environmental,Aquatic,Unclassified,Marine,,,1.179487179,,Bacteroidetes,#fdae61,#5e4fa2,,,,
2,133,143,Kiloniella laminariae DSM 19542,67,39,12,1.59031569,17.91044776,0.582089552,4440816,4213,2515154130,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Kiloniellales,Kiloniellaceae,Kiloniella,Kiloniella laminariae,Host-associated,Algae,Unclassified,Unclassified,,Marine,0.582089552,,Alphaproteobacteria,,,,,,
227,132,142,"Kangiella koreensis SW-125, DSM 16069",20,23,2,0.742390497,10,1.15,2852073,2694,644736377,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Kangiellaceae,Kangiella,Kangiella koreensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.15,,Gammaproteobacteria,,,,,,
273,131,141,Kangiella aquimarina DSM 16071,18,22,2,0.706991359,11.11111111,1.222222222,2681803,2546,2515154212,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Kangiellaceae,Kangiella,Kangiella aquimarina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",1.222222222,,Gammaproteobacteria,,,,,,
134,130,140,Joostella marina DSM 19592,31,31,7,0.774225774,22.58064516,1,4508243,4004,2509276026,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Joostella,Joostella marina,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",1,,Bacteroidetes,,,,,,
222,129,139,Jeotgalicoccus marinus DSM 19772,14,16,,0.61430452,,1.142857143,2111746,2279,2523533549,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus marinus,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",1.142857143,,Firmicutes,,,,,,
133,128,138,Janibacter sp. HTCC2649,35,35,,0.842155919,,1,4228723,4156,638341107,Bacteria,Permanent Draft,Janibacter sp. HTCC2649,J. Craig Venter Institute (JCVI),Actinobacteria,Actinobacteria,,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter sp. HTCC2649,Environmental,Aquatic,Unclassified,Marine,,,1,,Other,#fdae61,#5e4fa2,,,,
219,127,137,Idiomarina sediminum DSM 21906,15,17,3,0.604107934,20,1.133333333,2626426,2483,2524614571,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina sediminum,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",1.133333333,,Gammaproteobacteria,,,,,,
324,126,136,Idiomarina baltica OS145,24,35,4,0.902255639,16.66666667,1.458333333,2722127,2660,638341106,Bacteria,Permanent Draft,Idiomarina baltica OS145,J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina baltica,Environmental,Aquatic,Unclassified,Marine,,,1.458333333,,Gammaproteobacteria,#fdae61,#5e4fa2,,,,
323,125,135,Hydrogenivirga sp. 128-5-R1-1,20,29,,0.524796641,,1.45,3038240,3811,2636416138,Bacteria,Draft,Hydrogenivirga sp. 128-5-R1-1,J. Craig Venter Institute (JCVI),Aquificae,Aquificae,,Aquificales,Aquificaceae,Hydrogenivirga,Hydrogenivirga sp. 128-5-R1-1,Environmental,Aquatic,Hydrothermal vents,Marine,,,1.45,,Other,#fdae61,#66c2a5,,,,
156,124,134,Hoeflea phototrophica DFL-43,35,36,5,0.814901048,14.28571429,1.028571429,4468465,4295,2663763045,Bacteria,Finished,Hoeflea phototrophica DFL-43,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Rhizobiales,Phyllobacteriaceae,Hoeflea,Hoeflea phototrophica,Host-associated,Unclassified,Unclassified,Unclassified,,,1.028571429,,Alphaproteobacteria,,,,,,
309,123,133,Hirschia maritima DSM 19733,31,41,9,0.989782886,29.03225806,1.322580645,3351270,3132,2519899518,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Hyphomonadaceae,Hirschia,Hirschia maritima,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.322580645,,Alphaproteobacteria,,,,,,
205,122,132,"Hippea maritima MH2, DSM 10411",9,10,1,0.505617978,11.11111111,1.111111111,1694430,1780,2504136000,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Desulfurellales,Desulfurellaceae,Hippea,Hippea maritima,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",1.111111111,,Deltaproteobacteria,,,,,,
50,121,131,Henriciella marina DSM 19595,29,24,6,0.889570552,20.68965517,0.827586207,3277765,3260,2519103046,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Hyphomonadaceae,Henriciella,Henriciella marina,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",0.827586207,,Alphaproteobacteria,,,,,,
193,120,130,Halomonas zhanjiangensis DSM 21076,23,25,5,0.615137737,21.73913043,1.086956522,4060520,3739,2517572236,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas zhanjiangensis,Host-associated,Echinodermata,,,,"Aquatic, Host, Marine",1.086956522,,Gammaproteobacteria,,,,,,
132,119,129,Halomonas halocynthiae DSM 14573,16,16,2,0.576992427,12.5,1,2878444,2773,2526164533,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas halocynthiae,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",1,,Gammaproteobacteria,,,,,,
178,118,128,Halodesulfovibrio aestuarii DSM 10141,50,53,17,1.628134158,34,1.06,3406912,3071,2524614816,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,Halodesulfovibrio aestuarii,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",1.06,,Deltaproteobacteria,,,,,,
5,117,127,Halobacteroides halobius DSM 5150,15,9,,0.569692366,,0.6,2649255,2633,2509601017,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,,Halanaerobiales,Halobacteroidaceae,Halobacteroides,Halobacteroides halobius,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",0.6,,Firmicutes,,,,,,
131,116,126,Halobacillus kuroshimensis DSM 18393,24,24,,0.590551181,,1,3850372,4064,2523533634,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,,Bacillales,Bacillaceae,Halobacillus,Halobacillus kuroshimensis,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Deep sea, Marine",1,,Firmicutes,,,,,,
163,115,125,Haliea salexigens DSM 19537,29,30,5,0.722291407,17.24137931,1.034482759,4258722,4015,2523533559,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Cellvibrionales,Halieaceae,Haliea,Haliea salexigens,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",1.034482759,,Gammaproteobacteria,,,,,,
19,114,124,"Haliangium ochraceum SMP-2, DSM 14365",109,76,55,1.567894131,50.4587156,0.697247706,9446314,6952,646311933,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Myxococcales,Kofleriaceae,Haliangium,Haliangium ochraceum,Environmental,Aquatic,Intertidal zone,Marine,,,0.697247706,,Deltaproteobacteria,,,,,,
157,113,123,Gramella portivictoriae DSM 23547,34,35,8,1.116584565,23.52941176,1.029411765,3269398,3045,2524614725,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella portivictoriae,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",1.029411765,,Bacteroidetes,,,,,,
116,112,122,Gramella echinicola DSM 19838,35,34,6,1.075929911,17.14285714,0.971428571,3513826,3253,2524614734,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella echinicola,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",0.971428571,,Bacteroidetes,,,,,,
23,111,121,Gracilimonas tropica DSM 19535,42,30,5,1.22591944,11.9047619,0.714285714,3831242,3426,2515154158,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Sphingobacteriia,,Sphingobacteriales,Chitinophagaceae,Gracilimonas,Gracilimonas tropica,Engineered,Lab enrichment,Marine media,Defined media,,"Aquatic, Marine",0.714285714,,Bacteroidetes,,,,,,
307,110,120,Glaciecola pallidula DSM 14239,35,46,9,0.89697591,25.71428571,1.314285714,4363047,3902,2524023167,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola pallidula,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sea water",1.314285714,,Gammaproteobacteria,,,,,,
229,109,119,Gilvimarinus chinensis DSM 19667,33,38,12,0.89673913,36.36363636,1.151515152,4068866,3680,2519103187,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Cellvibrionales,Cellvibrionaceae,Gilvimarinus,Gilvimarinus chinensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.151515152,,Gammaproteobacteria,,,,,,
103,108,118,Geopsychrobacter electrodiphilus DSM 16401,82,77,28,2.039293708,34.14634146,0.93902439,4241730,4021,2522572047,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Desulfuromonadales,Geobacteraceae,Geopsychrobacter,Geopsychrobacter electrodiphilus,Engineered,Industrial production,Unclassified,Engineered product,,"Aquatic, Marine, Sediment",0.93902439,,Deltaproteobacteria,,,,,,
45,107,117,Gelidibacter mesophilus DSM 14095,32,26,8,0.81033173,25,0.8125,4430943,3949,2523231061,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Gelidibacter,Gelidibacter mesophilus,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sea water",0.8125,,Bacteroidetes,,,,,,
81,106,116,Gammaproteobacteria sp. OM60 HIMB55,9,8,3,0.358422939,33.33333333,0.888888889,2736988,2511,2513237293,Bacteria,Permanent Draft,Gammaproteobacteria sp. OM60 HIMB55,J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Cellvibrionales,Halieaceae,unclassified,gamma proteobacterium HIMB55,Environmental,Aquatic,Unclassified,Marine,,,0.888888889,,Gammaproteobacteria,#fdae61,#fee086,,,,
92,105,115,Fulvimarina pelagi HTCC2506,36,33,5,0.94314907,13.88888889,0.916666667,3802689,3817,639857001,Bacteria,Permanent Draft,Fulvimarina pelagi HTCC2506,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Rhizobiales,Aurantimonadaceae,Fulvimarina,Fulvimarina pelagi,Environmental,Aquatic,Unclassified,Marine,,,0.916666667,,Alphaproteobacteria,#fdae61,#5e4fa2,,,,
7,104,114,Flexithrix dorotheae DSM 6795,149,91,43,2.001074402,28.8590604,0.610738255,9536821,7446,2515154145,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Flammeovirgaceae,Flexithrix,Flexithrix dorotheae,Environmental,Aquatic,Unclassified,Sediment,,"Marine, Sediment",0.610738255,,Bacteroidetes,,,,,,
162,103,113,"Flexistipes sinusarabici MAS10, DSM 4947",29,30,8,1.208837015,27.5862069,1.034482759,2526590,2399,2505679008,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Deferribacteres,Deferribacteres,,Deferribacterales,Deferribacteraceae,Flexistipes,Flexistipes sinusarabici,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.034482759,,Other,,,,,,
196,102,112,Flavobacterium tegetincola DSM 22377,31,34,6,0.875953659,19.35483871,1.096774194,3774544,3539,2524023138,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium tegetincola,Environmental,Unclassified,Unclassified,Unclassified,,"Aquatic, Marine, Mat",1.096774194,,Bacteroidetes,,,,,,
84,101,111,Flavobacterium frigidarium DSM 17623,47,42,10,1.402147971,21.27659574,0.893617021,3632726,3352,2523533550,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium frigidarium,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",0.893617021,,Bacteroidetes,,,,,,
